nome_estabelecimento;codigo_estabelecimento;nome_especialidade;codigo_especialidade;data_agendamento;horario_agendamento;recursos_disponiveis_no_horario;agendamentos_confirmados_no_horario;taxa_media_falta_especifica_2023;taxa_media_falta_especifica_ultimas_4_semanas;taxa_media_falta_especifica_historico;taxa_media_falta_geral_2023;taxa_media_falta_geral_ultimas_4_semanas;taxa_media_falta_geral_historico;desvio_padrao_falta_especifica_2023;desvio_padrao_falta_especifica_ultimas_4_semanas;desvio_padrao_falta_especifica_historico;indice_elasticidade_agendamento;elasticidade_maior_igual_50_porcento;overbooking_conservador_sugerido_maior_que_zero;disponibilidade_ajustada_recursos;disponibilidade_maior_igual_overbooking_sugerido;sugestao_overbooking_conservador_2023;sugestao_overbooking_moderado_2023;sugestao_overbooking_super_moderado_2023;sugestao_overbooking_agressivo_2023;sugestao_overbooking_super_agressivo_2023;sugestao_overbooking_conservador_ultimas_4_semanas;sugestao_overbooking_moderado_ultimas_4_semanas;sugestao_overbooking_super_moderado_ultimas_4_semanas;sugestao_overbooking_agressivo_ultimas_4_semanas;sugestao_overbooking_super_agressivo_ultimas_4_semanas;sugestao_overbooking_conservador_historico;sugestao_overbooking_moderado_historico;sugestao_overbooking_super_moderado_historico;sugestao_overbooking_agressivo_historico;sugestao_overbooking_super_agressivo_historico;detalhe_probabilidade_falta_individual;resumo_faltas_esperadas_por_horario
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;9;2;2;0.35;0.38;0.26;0.2289999999999999;0.244;0.259;0.22;0.14;0.28;1.076.923.076.923.070;True;False;0;True;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577581(0.0040), 567216(0.0040);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;10;2;2;0.3;0.21;0.23;0.2289999999999999;0.244;0.259;0.21;0.22;0.16;0.6956521739130435;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;571664(0.0020), 577493(-1.0000);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;11;1;1;0.19;0.39;0.23;0.2289999999999999;0.244;0.259;0.12;0.14;0.14;0.6086956521739131;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;564152(0.0020);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;13;3;3;0.17;0.2;0.16;0.2289999999999999;0.244;0.259;0.16;0.16;0.17;10.625;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577759(0.0020), 575039(0.0040), 575039(0.0040);0 / 3
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;14;1;1;0.34;0.13;0.32;0.2289999999999999;0.244;0.259;0.11;0.14;0.19;0.59375;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;535338(0.9880);01/jan
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;15;2;2;0.05;0.16;0.19;0.2289999999999999;0.244;0.259;0.09;0.12;0.17;0.8947368421052632;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;557751(0.3240), 573405(0.9960);01/fev
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;16;2;2;0.21;0.16;0.18;0.2289999999999999;0.244;0.259;0.12;0.2;0.14;0.7777777777777779;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;532223(0.7660), 574699(0.5780);01/fev
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;17;3;3;0.1;0.2;0.13;0.2289999999999999;0.244;0.259;0.1;0.12;0.13;1.0;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;554655(0.3400), 515071(0.7640), 577523(0.0020);01/mar
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;29/07/2024;18;1;1;0.12;0.38;0.27;0.2289999999999999;0.244;0.259;0.12;0.41;0.25;0.9259259259259258;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;575294(0.0020);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;8;5;5;0.39;0.26;0.34;0.2289999999999999;0.244;0.259;0.27;0.18;0.22;0.6470588235294117;True;True;0;False;1.0;1.0;3.0;3.0;4.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;556752(0.5100), 575821(0.0000), 505444(-1.0000), 555862(0.3160), 555869(0.1400);0 / 5
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;9;5;5;0.24;0.29;0.27;0.2289999999999999;0.244;0.259;0.22;0.3;0.24;0.8888888888888888;True;True;0;False;1.0;1.0;2.0;2.0;3.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;574172(0.0040), 576140(0.0000), 576457(0.0040), 573592(0.0000), 578230(-1.0000);0 / 5
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;10;2;2;0.33;0.21;0.3;0.2289999999999999;0.244;0.259;0.15;0.22;0.21;0.7;True;False;0;True;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;576703(0.1340), 552022(0.0000);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;11;4;4;0.23;0.25;0.23;0.2289999999999999;0.244;0.259;0.05;0.18;0.19;0.8260869565217391;True;True;0;False;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;2.0;2.0;549476(0.0060), 494891(0.0160), 556917(0.0000), 576482(0.9980);01/abr
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;13;3;3;0.25;0.29;0.22;0.2289999999999999;0.244;0.259;0.18;0.28;0.2;0.9090909090909092;True;False;0;True;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;577925(0.0000), 285261(0.3460), 556753(0.1840);0 / 3
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;14;3;3;0.23;0.47;0.22;0.2289999999999999;0.244;0.259;0.18;0.19;0.22;1.0;True;False;0;True;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;561584(0.3360), 24100(1.0000), 302208(0.0040);01/mar
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;15;4;4;0.44;0.18;0.26;0.2289999999999999;0.244;0.259;0.26;0.1;0.24;0.923076923076923;True;True;0;False;1.0;1.0;2.0;3.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;572328(1.0000), 575026(0.0000), 456510(0.4220), 555670(0.0020);01/abr
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;16;5;5;0.36;0.3;0.2;0.2289999999999999;0.244;0.259;0.16;0.3;0.19;0.95;True;True;0;False;2.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;1.0;2.0;2.0;567034(0.4920), 565178(0.0000), 575489(0.0000), 555968(0.0000), 551218(0.0040);0 / 5
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;17;4;4;0.17;0.34;0.26;0.2289999999999999;0.244;0.259;0.1;0.26;0.23;0.8846153846153846;True;True;0;False;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;578884(-1.0000), 540070(0.3220), 575539(0.0000), 538998(0.2220);0 / 4
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;30/07/2024;18;3;3;0.3;0.19;0.32;0.2289999999999999;0.244;0.259;0.21;0.21;0.24;0.75;True;True;0;False;1.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;2.0;548270(0.0020), 546629(0.2540), 516139(0.5600);0 / 3
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;8;1;1;0.39;0.26;0.34;0.2289999999999999;0.244;0.259;0.27;0.18;0.22;0.6470588235294117;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;573592(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;9;0;0;0.24;0.29;0.27;0.2289999999999999;0.244;0.259;0.22;0.3;0.24;0.8888888888888888;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;10;1;1;0.33;0.21;0.3;0.2289999999999999;0.244;0.259;0.15;0.22;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;577911(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;11;0;0;0.23;0.25;0.23;0.2289999999999999;0.244;0.259;0.05;0.18;0.19;0.8260869565217391;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;13;1;1;0.25;0.29;0.22;0.2289999999999999;0.244;0.259;0.18;0.28;0.2;0.9090909090909092;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;577924(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;14;0;0;0.23;0.47;0.22;0.2289999999999999;0.244;0.259;0.18;0.19;0.22;1.0;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;15;0;0;0.44;0.18;0.26;0.2289999999999999;0.244;0.259;0.26;0.1;0.24;0.923076923076923;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;16;1;1;0.36;0.3;0.2;0.2289999999999999;0.244;0.259;0.16;0.3;0.19;0.95;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;540577(0.5340);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;17;2;2;0.17;0.34;0.26;0.2289999999999999;0.244;0.259;0.1;0.26;0.23;0.8846153846153846;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;539803(0.5280), 556030(0.0000);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;30/07/2024;18;1;1;0.3;0.19;0.32;0.2289999999999999;0.244;0.259;0.21;0.21;0.24;0.75;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;578052(-1.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;8;1;1;0.39;0.26;0.34;0.2289999999999999;0.244;0.259;0.27;0.18;0.22;0.6470588235294117;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;574029(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;9;1;1;0.24;0.29;0.27;0.2289999999999999;0.244;0.259;0.22;0.3;0.24;0.8888888888888888;True;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;574993(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;10;1;1;0.33;0.21;0.3;0.2289999999999999;0.244;0.259;0.15;0.22;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;556914(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;11;1;1;0.23;0.25;0.23;0.2289999999999999;0.244;0.259;0.05;0.18;0.19;0.8260869565217391;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;574751(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;13;2;2;0.25;0.29;0.22;0.2289999999999999;0.244;0.259;0.18;0.28;0.2;0.9090909090909092;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;575047(0.0020), 271285(0.0020);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;14;1;1;0.23;0.47;0.22;0.2289999999999999;0.244;0.259;0.18;0.19;0.22;1.0;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;566734(0.0020);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;15;1;1;0.44;0.18;0.26;0.2289999999999999;0.244;0.259;0.26;0.1;0.24;0.923076923076923;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;562559(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;16;1;1;0.36;0.3;0.2;0.2289999999999999;0.244;0.259;0.16;0.3;0.19;0.95;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;548271(0.0040);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;17;1;1;0.17;0.34;0.26;0.2289999999999999;0.244;0.259;0.1;0.26;0.23;0.8846153846153846;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;283305(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Cirurgia;167;30/07/2024;18;1;1;0.3;0.19;0.32;0.2289999999999999;0.244;0.259;0.21;0.21;0.24;0.75;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;539804(0.0020);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;8;2;2;0.35;0.4;0.33;0.2289999999999999;0.244;0.259;0.13;0.32;0.14;0.42424242424242425;False;False;0;False;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;541098(0.6320), 556775(0.0020);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;9;1;1;0.26;0.27;0.29;0.2289999999999999;0.244;0.259;0.34;0.16;0.2;0.6896551724137931;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;573741(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;10;1;1;0.2;0.26;0.24;0.2289999999999999;0.244;0.259;0.07;0.17;0.17;0.7083333333333334;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;557861(0.5520);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;11;1;1;0.3;0.07;0.25;0.2289999999999999;0.244;0.259;0.2;0.12;0.18;0.72;True;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;415223(0.3160);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;13;1;1;0.15;0.0;0.27;0.2289999999999999;0.0;0.259;0.1;0.0;0.21;0.7777777777777777;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;463688(0.5120);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;14;1;1;0.29;0.07;0.28;0.2289999999999999;0.244;0.259;0.25;0.09;0.2;0.7142857142857143;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;548011(0.0120);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;15;1;1;0.27;0.17;0.25;0.2289999999999999;0.244;0.259;0.02;0.1;0.15;0.6;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;548011(0.0120);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;16;2;2;0.18;0.41;0.25;0.2289999999999999;0.244;0.259;0.02;0.15;0.15;0.6;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;559071(0.0000), 411361(0.2720);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;17;2;2;0.26;0.23;0.31;0.2289999999999999;0.244;0.259;0.14;0.25;0.17;0.5483870967741936;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;562243(0.0040), 574757(0.0040);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Ortodontia;163;31/07/2024;18;1;1;0.21;0.45;0.26;0.2289999999999999;0.244;0.259;0.18;0.29;0.23;0.8846153846153846;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;556393(0.6360);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;8;7;7;0.35;0.4;0.33;0.2289999999999999;0.244;0.259;0.13;0.32;0.14;0.42424242424242425;False;False;0;False;2.0;2.0;3.0;3.0;4.0;2.0;2.0;4.0;5.0;5.0;2.0;2.0;3.0;3.0;3.0;575543(0.0000), 578437(-1.0000), 576077(0.0020), 377451(0.0220), 578828(-1.0000), 578133(-1.0000), 576258(0.0020);0 / 7
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;9;6;6;0.26;0.27;0.29;0.2289999999999999;0.244;0.259;0.34;0.16;0.2;0.6896551724137931;True;True;0;False;1.0;1.0;3.0;4.0;4.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;543456(0.0060), 578351(-1.0000), 295341(-1.0000), 330800(0.2740), 578389(-1.0000), 403592(0.9860);01/jun
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;10;6;6;0.2;0.26;0.24;0.2289999999999999;0.244;0.259;0.07;0.17;0.17;0.7083333333333334;True;True;0;False;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;3.0;559326(0.0040), 578846(-1.0000), 567754(0.9920), 571003(0.0000), 579043(-1.0000), 576991(0.0000);01/jun
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;11;6;6;0.3;0.07;0.25;0.2289999999999999;0.244;0.259;0.2;0.12;0.18;0.72;True;True;0;False;1.0;1.0;2.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;541581(0.1400), 575735(0.0020), 504152(0.1420), 578348(-1.0000), 4111(1.0000), 553922(0.0060);01/jun
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;13;7;7;0.15;0.0;0.27;0.2289999999999999;0.0;0.259;0.1;0.0;0.21;0.7777777777777777;True;True;0;False;1.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0;4.0;576926(0.0000), 554982(0.0020), 111750(0.0060), 565052(0.0020), 419086(0.2580), 538998(0.3200), 310484(0.0000);0 / 7
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;14;5;5;0.29;0.07;0.28;0.2289999999999999;0.244;0.259;0.25;0.09;0.2;0.7142857142857143;True;True;0;False;1.0;1.0;2.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;578215(-1.0000), 561584(0.3220), 549419(0.0060), 549416(0.0080), 575533(0.0000);0 / 5
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;15;5;5;0.27;0.17;0.25;0.2289999999999999;0.244;0.259;0.02;0.1;0.15;0.6;True;True;0;False;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;452477(0.0020), 514440(0.0000), 404586(0.0000), 420987(0.6300), 560227(0.0000);0 / 5
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;16;5;5;0.18;0.41;0.25;0.2289999999999999;0.244;0.259;0.02;0.15;0.15;0.6;True;True;0;False;1.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;2.0;2.0;578286(-1.0000), 286785(0.0000), 577992(0.0000), 535857(0.0000), 578456(-1.0000);0 / 5
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;17;6;6;0.26;0.23;0.31;0.2289999999999999;0.244;0.259;0.14;0.25;0.17;0.5483870967741936;True;True;0;False;1.0;1.0;2.0;2.0;3.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;108580(-1.0000), 577594(0.0000), 560904(0.4520), 578237(-1.0000), 574871(0.1460), 67916(0.9980);01/jun
Dental Shopping Tucuruvi;23;Odonto - Clínica geral;159;31/07/2024;18;6;6;0.21;0.45;0.26;0.2289999999999999;0.244;0.259;0.18;0.29;0.23;0.8846153846153846;True;True;0;False;1.0;1.0;2.0;2.0;3.0;2.0;2.0;4.0;4.0;5.0;1.0;1.0;2.0;3.0;3.0;574088(0.5860), 538936(0.2240), 575039(0.0060), 569324(0.0020), 567542(0.1260), 559544(0.0000);0 / 6
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;31/07/2024;10;1;1;0.2;0.26;0.24;0.2289999999999999;0.244;0.259;0.07;0.17;0.17;0.7083333333333334;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390600(0.9920);01/jan
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;31/07/2024;14;2;2;0.29;0.07;0.28;0.2289999999999999;0.244;0.259;0.25;0.09;0.2;0.7142857142857143;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;576971(0.1460), 495242(0.0000);0 / 2
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;31/07/2024;15;1;1;0.27;0.17;0.25;0.2289999999999999;0.244;0.259;0.02;0.1;0.15;0.6;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;571154(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Periodontia;169;31/07/2024;17;1;1;0.26;0.23;0.31;0.2289999999999999;0.244;0.259;0.14;0.25;0.17;0.5483870967741936;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;557976(0.5560);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Prótese;170;31/07/2024;8;1;1;0.35;0.4;0.33;0.2289999999999999;0.244;0.259;0.13;0.32;0.14;0.42424242424242425;False;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;401305(0.2060);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Prótese;170;31/07/2024;9;0;0;0.26;0.27;0.29;0.2289999999999999;0.244;0.259;0.34;0.16;0.2;0.6896551724137931;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Prótese;170;31/07/2024;10;0;0;0.2;0.26;0.24;0.2289999999999999;0.244;0.259;0.07;0.17;0.17;0.7083333333333334;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Prótese;170;31/07/2024;16;1;1;0.18;0.41;0.25;0.2289999999999999;0.244;0.259;0.02;0.15;0.15;0.6;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;570090(0.1440);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Endodontia;168;31/07/2024;8;1;1;0.35;0.4;0.33;0.2289999999999999;0.244;0.259;0.13;0.32;0.14;0.42424242424242425;False;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;576492(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Endodontia;168;31/07/2024;9;1;1;0.26;0.27;0.29;0.2289999999999999;0.244;0.259;0.34;0.16;0.2;0.6896551724137931;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;565054(0.0000);0 / 1
Dental Shopping Tucuruvi;23;Odonto - Endodontia;168;31/07/2024;10;0;0;0.2;0.26;0.24;0.2289999999999999;0.244;0.259;0.07;0.17;0.17;0.7083333333333334;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Endodontia;168;31/07/2024;13;0;0;0.15;0.0;0.27;0.2289999999999999;0.0;0.259;0.1;0.0;0.21;0.7777777777777777;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Shopping Tucuruvi;23;Odonto - Endodontia;168;31/07/2024;14;1;1;0.29;0.07;0.28;0.2289999999999999;0.244;0.259;0.25;0.09;0.2;0.7142857142857143;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;574877(0.0000);0 / 1
